广州友朋企业管理有限公司,150-500人,民营公司,广州-天河区,招面试领队招聘官人事部,4.5-6千/月,"['广州区域带队面试120-150元/次，月综合月薪4500-5500元\xa0，工作时间自由、只要有责任心负责、上下班不需要打卡。', '岗位介绍：', '1、负责公司招募员工的接待、办理入职工作安置', '2、集合点集合求职者、并对招聘岗位进行简要讲解', '3、处理入职员工反馈的情况。', '4、需要灵活，耐心讲解，有一定的带队宣讲能力，能适应户外工作。\xa0', '5、工作每天下午，就3个小时左右的工作（可做临时工）', '职责要求：', '1、男女不限，22-35周岁，高中以上学历；工作认真负责、会使用电脑做表格\xa0', '2、有一定的抗压、独立处理事情的能力。', '3、\xa0有无工作经验皆可，可接受应届生、实习生；', '联系：18029781994 郑主管']"
深圳市行者无涯国际旅行社有限公司,50-150人,民营公司,深圳-南山区,旅行领队,0.7-1万/月,"['  ', '              ', '  ', ' ']"
西安君晖航空科技有限公司,少于50人,创业公司,西安,飞行服务领队,6-8千/月,"['1、负责飞行服务业务拓展与客户维护；', '2、熟悉飞行服务工作流程、行业动态、3年以上无人机行业工作背景；', '3、熟悉各类航拍、巡检业务流程及规范；', '4、熟练操作3KG级以上固定翼、多旋翼、直升机等无人飞行器；', '5、有人员管理、工作执行、业务拓展能力，能独自带队进行作业；', '6、学历要求：大专及以上学历；', '7、可接受出差及调遣。']"
万科教育有限公司,150-500人,民营公司,广州,户外领队,0.5-1万/月,"['工作地点：', '越秀区5号线淘金\xa0淘金营地', '海珠区2号线江泰路\xa0万科里营地', '海珠区8号线万胜围\xa0梅沙幼儿园', '工作职责：', '1、负责3-8岁户外探索课程的研发及日常教学工作；', '2、春秋营和冬夏令营的课程落地；', '3、协助完成其他体适能相关教学推广及服务活动。', '任职要求：', '1、大专及以上学历，体育相关专业教育背景者优先；', '2、具有1年以上相关教学经验优先，资质较佳的应届毕业生亦可；', '3、喜欢孩子，热爱儿童户外探索教育，热爱运动；', '4、工作积极，态度热情，有团队合作精神。', '【加入我们，你将体验与享受】', '·\xa0世界500强旗下教育集团，体验最前沿的教育理念与教育方式', '·\xa0薪酬待遇：优渥且有竞争力的薪酬绩效体系', '·\xa0全面保障：按国家规定与标准购买五险一金，并额外购买重大疾病、意外伤害等商业保险，享有双休、法定假期节假日，带薪年假10-15天和带薪假期', '·\xa0年度福利：免费定期体检、结婚礼金、生育礼金、年度旅游等多项福利与惊喜；', '·\xa0培训学习：完善的内部培训体系，提供多种学习与培训机会，包括专业技能培训、管理能力培训、高潜人才培训、外部培训交流等；', '·\xa0职位发展：提供不同的职业发展方向，专业线/职能管理线双向选择;', '·\xa0报读优惠：员工子女报读可享受内部优惠价（幼儿园、幼少儿培训课程、冬夏令营等）；', '·\xa0趣味活动：丰富多彩的户外运动、员工聚餐、节日晚会、运动会等。', '【如果你是...】Join\xa0us!', '·\xa0热情开放，愿意挑战与接受新事物', '·\xa0不愿意墨守成规和循规蹈矩，积极拥抱变化', '·\xa0自我内驱力强，希望在广阔的平台找到更多的机会发展自己', '·\xa0热爱幼少儿素质教育行业，并愿意在该行业长期耕耘']"
猫王（广东）互联网科技有限公司,50-150人,民营公司,广州-黄埔区,人事招聘领队管理后勤,4.5-6千/月,"['月综合月薪4500-6000元\xa0，无需经验只要有责任心负责，肯学习', '岗位介绍：', '1、负责公司招募员工的接待、办理入职工作安置', '2、集合点集合求职者、并对招聘岗位进行简要讲解', '3、处理入职员工反馈的情况。', '4、需要灵活，耐心讲解，有一定的带队宣讲能力，能适应户外工作。\xa0', '职责要求：', '1、男女不限，20-35周岁，高中以上学历；工作认真负责、会使用电脑做表格\xa0', '2、有一定的抗压、独立处理事情的能力。', '3、\xa0有无工作经验皆可，可接受应届生、实习生；']"
合肥银友智能科技有限公司,50-150人,民营公司,合肥-北城新区,设备安装经理（领队）,3.5-4.5千/月,"['银行柜台、ATM机安装。', '岗位要求：', '\xa0①男，20-45岁，具备出差条件（不能出差勿扰）；', '②有C照优先（要具备实际驾龄经验）；', '③会安装银行柜台，防护舱优先；；', '薪资待遇：每周工作6天，周日休息，国家法定节假日同步，公司提供节日福利，每天工作早八点晚五点，包工作餐。', '应聘人员集体培训，合格后直接上岗。考核转正底薪4500元+设备安装质量奖。', '成长空间：培训学员——安装经理——区域经理。', '身体健康，无不良嗜好，有团队精神，吃苦耐劳。', '联系方式：13866752087（沈***）', '直接打电话咨询或者直接到公司地址面试']"
苏州谷原生物科技有限公司,50-150人,民营公司,浙江省,促销领队 （女）,4.5-6千/月,[]
广东国中文化发展股份有限公司,少于50人,民营公司,广州,领队助教（教育培训行业）,6-8千/月,"['【提醒】此岗位要能接受外地短期出差（3-5天）', '岗位职责：', '1.负责学生研学、教师培训项目带班工作，确保项目高质量、高效完成；', '2.负责学员食宿交通衔接，保证培训项目顺利完成；', '3.完成培训课程的主持、供应商现场服务衔接、学员培训现场管理；', '4.与客户保持良好沟通，实时把握客户需求，为客户提供主动、热情、满意、周到的服务。', '任职要求', '1.统招全日制本科以上学历，旅游酒店管理、教育学、心理学等相关专业，', '   工作范围以面向教育局、教育机构、学校联系工作为主，我们希望你善于与人沟通交流；', '2.能接受外地出差，不晕车，我们希望你享受出差旅途；', '3.熟练使用office公软件，我们希望你善于处理电子文本资料；', '4.乐于接受新鲜事物，关注时事、教育新资讯，善于通过网络收集资料。', '任职要求', '1.统招全日制本科以上学历，旅游酒店管理、教育学、心理学等相关专业，', '   工作范围以面向教育局、教育机构、学校联系工作为主，我们希望你善于与人沟通交流；', '2.能接受外地出差，不晕车，我们希望你享受出差旅途；', '3.熟练使用office公软件，我们希望你善于处理电子文本资料；', '4.乐于接受新鲜事物，关注时事、教育新资讯，善于通过网络收集资料。', '福利待遇：', '1.薪资丰厚：薪资根据学历、个人条件和能力不同定薪，底薪+绩效+部分岗位享有项目补贴；', '2.五险一金齐全；', '3.工作时间：周末双休，7.5H工作制(9:00-12:00、13:30-18:30)；', '4.享受国家法定带薪假期：节假日、婚假、丧假、产假、调休假等，部分岗位享有寒暑假；', '5.公司培训：提供入职培训、专业知识培训等带薪培训；', '4.办公氛围轻松，充满活力，乐于分享，员工年轻化；', '5.外出机会：省内、省外、国外旅游及考察，领略不同城市风土人情；', '6.公司有微波炉，冰箱，方便员工带餐；', '7.组织活动：户外拓展、郊游、聚餐、卡拉OK、生日party等', '8.学习型组织：为让员工学习提升，每月有提供购书学习经费。']"
上海大铁体育文化发展有限公司,少于50人,民营公司,上海-浦东新区,领队,300元/天,"['职位描述：', '1、大型骑游中配合主领队，小型活动配合其他领队工作；', '2、分配领骑工作，路线执行；', '3、应对突发状况，保证客户满意度。', '任职要求：', '1、爱运动，喜欢体育行业；', '2、具备骑行领队经验优先考虑；', '3、较强的责任心，团队协作能力强。']"
南京川越广告传媒有限公司,少于50人,民营公司,南京-鼓楼区,自驾游领队(导游),4.5-8千/月,"['策划和撰写有创意的自驾游线路及活动方案；', '  ', '负责公司组织的活动或自驾活动的领队工作，', '根据公司领队带队规范及活动流程进行带队', '促使车友之间较好的进行交流；安排好自驾游过程中的吃、住、行及安全的把控；', '  ', '  ', '完成上级交付的其他工作任务。', '  ', '：', '  ', '具备导游证和驾驶证，能适应各种路况的驾驶；', '  ', '拥有', '年以上旅行社或自驾团队带团经验，有摄影或文案策划能力、有车、旅游专业毕业者优先考虑；', '  ', '性格开朗、有亲和力；具有较强的应变能力，能灵活妥善处理各类突发状况；', '  ', '对待工作认真热情，有责任心和团队合作精神，具有较强的语言表达能力，擅长与人沟通，具备良好的客户服务意识；', '  ', '能吃苦，能够适应周末自驾活动岗位要求的；', '  ', '热爱自驾，对周边景点、酒店有一定的认知。', '\xa0\xa0']"
昆山市玉山镇鲜零距便利店,150-500人,民营公司,昆山,旅游领队,4.5-6千/月,"['1、\xa0年龄在22-40周岁，旅游专业大专以上学历；', '2、\xa0要求身体状况良好、外貌端正、活泼开朗、普通话标准、语言表达能力强，有较强的组织应变能力及较强的服务意识', '3、\xa0具有较强的事业心、责任感、团队合作和奉献精神。', '4、负责公司老客户旅游工作；处理团队突发状况或意外事件；维护本公司良好形象和声誉；完成上级领导安排的其它工作\xa0', '5、 肯吃苦耐劳、品德优良、有上进心、热爱旅游行业。', '6、有从事过景区、酒店、旅行社等游客服务相关工作经验者优先，欢迎优秀应届毕业生自荐。', '热爱本职工作，有责任心，吃苦耐劳！', '备注：薪资可面谈。']"
女王美（海南）企业管理有限公司,50-150人,外资（非欧美）,海口-龙华区,导游、领队,0.3-1.5万/月,['\xa0\xa0']
苏州鸿昱莱机电科技有限公司,50-150人,民营公司,苏州-高新区,机械装配领队,5.5-6.5千/月,"['1、带领外协进行产品设备的装配。', '能适应长期出差', '有生产管理经验', '有机械设备或自动化安装调试者优先考虑']"
汉雅星空文化科技有限公司湖南分公司,150-500人,民营公司,异地招聘,研学领队（凤凰）,3-8千/月,"['职位描述：', '1、负责研学团队的接待与组织，包括活动开展前的信息资料对接、前期物资筹备、活动过程中的安全秩序维护、活动结束后的客户服务回访等。', '2、负责园区内户外活动的执行与实施，活动期间，作为团队***负责人，需全程跟随、监督与管理学员，确保活动顺利、安全开展，负责活动过程中科普知识的讲解，帮助学员获得优质的研学体验；', '3、负责参与研学活动的计划与方案制定；', '岗位要求：', '1、对科普研学、研学旅行、综合实践类、自然教育类工作充满兴趣与热情；', '2、具备营地教育、游学研学项目、旅游导游等相关工作经验者优先；', '3、普通话标准，口齿伶俐、有较强的应变能力与协调能力，责任心强；', '4、喜欢孩子，亲和力好，形象阳光，可接受相关专业的应届毕业生。', '工作地点：湖南-凤凰中华大熊猫苑。', '工作时间：8：30 - 16：30', '轮休制（每月休息4天，非周末）。', '薪酬待遇：基本工资+提成 \xa0\xa03000-8000元 \xa0\xa0\xa0', '提供五险一金，外地员工可提供宿舍。']"
广州市德伯技高工业技术股份有限公司,50-150人,民营公司,广州-黄埔区,工程领队,0.7-1.2万/月,"['岗位职责：', '1、带队外出对客户设备（大型工业中央空调、工业锅炉、冰水机和注塑机等）进行水处理化学及物理清洗工作；', '2、带队外出对客户设备（大型工业中央空调、工业锅炉、冰水机和注塑机等）进行水处理保养工作；', '3、带队外出去客户现场安装、调试公司水处理所需辅助设备', '4、每天带队外出客户现场工作，需全国各地出差（西藏除外）。']"
广州赛泽科技有限公司,50-150人,民营公司,广州-天河区,网易游戏第五人格战队领队（电竞赛事）,0.5-1.5万/月,"['岗位职责:', '【岗位要求】', '1、协助战队经理日常管理工作；', '2、负责战队成员日常教育和培训，塑造队员良好的行为习惯；', '3、汇报战队训练及生活情况行程日报、周报和月报提交，做好队员生活管理；', '4、队员在比赛及训练赛的状态、队伍阵容、队员个人比赛情况进行实施监督、调整；', '5、进行比赛日程安排，带领战队参加电竞比赛，负责行程安排并保证队员安全及赛后总结汇报。', '【任职要求】', '1、热爱游戏，关注电竞赛事，熟悉第五人格游戏优先；', '2、了解电竞圈，对国内电竞战队和赛事有一定的了解与认知；', '3、接受随队工作，良好的沟通和抗压能力，工作认真负责，有优秀的人际交往和协调能力；', '4、熟练掌握Office等办公软件，可以很好的配合教练组的工作需求。']"
杭州曼珠沙华文化创意有限公司,少于50人,民营公司,杭州-桐庐县,营地领队,6-8千/月,"['你需要了解的我们：', '作为公路旅行属性的新度假方式，我们可能一年中大部分的时间都在路上，但我们的工作并非是惬意的旅行度假，而是光鲜舞台的幕后人。你可以极具个性，可以有严重的文理偏科，但你需要有良好体能的同时，也有一颗强大的心脏，心理承受力是基础，团队协作力是必须。', '你可以从我们这里得到的有很多，青春无敌的队员、天马行空的创意、美不胜收的风景，并可以锻炼成一个更好的你自己。', ' ', '需要做：搭帐篷 布置场地 服务客人 调酒 制作简单餐前小吃及蛋糕 活跃气氛 场地维护 帐篷拆卸']"
杭州友联旅行社有限公司,少于50人,民营公司,杭州-拱墅区,户外领队-***\/专职,300元/天,"['1、负责乱峰户外日常户外线路的带队工作；', '2、保障乱峰户外的行程安全和良好户外旅行体验，在活动中组织、营造一个欢快的气氛；', '3、负责线路景点资料的收集，反馈户外线路的问题，协助产品经理维护好户外线路产品；', '4、维护好乱峰户外的良好品牌形象；', '5、乱峰所有领队带队结束后需写游记和攻略文章（图文并茂），给到公司；', '6、宣传推广俱乐部活动，普及和推广户外理念和知识。', '1、具备一定的户外知识和技能，具备户外指导员证、导游证和急救技能者优先；', '2、参加过比所组织活动难度高或同等的活动，具有一定的经验；', '3、具有稳定的服务意识、心态和奉献精神；', '4、乐于奉献你的时间和和精力；', '5、具有一定的领导协调和沟通能力、及处理团队突发状况和意外事件的能力；', '6、具备相当的责任心，对队员负责；', '7、热爱旅游，热爱户外运动，对生活充满热情，身心健康、强健的体魄；', '8、身体健康，形象气质佳，女汉纸和纯爷们请看过来；', '9、业余时间多，能适应经常出差，能够接受周末和节假日/黄金周带队；', '10、你至少要有一项技能，如懂历史、会地图、魔术、歌声、颜值、笑话、摄影等。', '1、带队津贴，餐饮津贴和住宿补贴等。', '2、免费参加乱峰户外组织的旅行。', '3、专职领队有固定的工资和其他福利待遇。', '4、定期的户外领队培训。', '5、免费参加乱峰户外年会。', '6、可以领略到国内热门、冷门的风景。']"
广州悦悦驾驶培训有限公司,500-1000人,民营公司,广州-天河区,1户外领队（双休）,4-5.5千/月,"['岗位职责：', '1.独立带领客户前往考场考试，安排集合点名，并处理其途中遇到的所有相关事项；', '2.负责途中的注意事项宣导、临时状况处理（如学员身体不适、车辆抛锚等）、酒店住宿安排、车位安排；', '3.负责全程客户的驾考相关问题答疑，无法解答时能礼貌、详尽的引导客户咨询其他同事。', '任职要求：', '1、有相关导游、客服类相关经验者优先；', '2、性格外向者优先；', '3、有较强的组织能力、应变能力和较强的服务意识；', '4、吃苦耐劳、责任心强，工作细心有条理；', '5、认可公司价值观，以用户体验为***优先级，认可解决客户问题是自我价值实现的重要部分', '上班地址：广东清远佛冈考场']"
恺文集团,少于50人,民营公司,异地招聘,研学导师\/研学旅行领队,3-4.5千/月,"['岗位职责：', '任职资格：']"
江苏悦野国际旅游有限公司,少于50人,民营公司,南京-建邺区,领队（境内外）,10-15万/年,"['\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0']"
深圳前海同行者咨询有限公司,50-150人,民营公司,深圳-南山区,团建领队,0.6-1.2万/月,"['岗位职责：', '1、负责户外活动实施管理，现场执行统筹工作及全管控；', '2、在项目跟进过程中与客户保持有效的沟通，积极主动地协调、控制、解决突发事件；', '3、负责活动项目方案策划撰写工作，能够对活动进行策划、执行、评估与监测，整合、拓展各种活动资源；', '4、活动现场各部位物料管理。', '岗位描述:', '1、与公司上下游，就项目内容与细节确定进行良好有效的沟通，促进项目的落实与推进实施；', '2、完成各类活动项目的前期跟进、中期执行与项目后期制作工作；', '3、完成策略、创意方案的撰写工作；', '4、参与活动前期筹备（如与供应商沟通、与场地方谈判，准备及分发物料）；', '5、参与活动现场的管理，解决突发问题，传达项目更新资料；', '6、负责项目各类文件、数据和照片的汇总、整理，生成报表报告。', '岗位要求：', '1、有1年以上现场活动策划与执行经验；', ' 2、有广泛的兴趣爱好；', ' 3、熟悉活动策划流程，有良好的执行力、沟通能力及团队协作能力；', ' 4、工作热情、责任性强；', '5、大学专科及以上学历；', '6、有教练技术活动场景、户外活动场景、企业团建服务场景方面经验者优先', '7、有主持人经历优先。', '加分项：同时又做过场务的人员，有心理学背景的人员。']"
重庆美集购电子商务有限公司,少于50人,民营公司,重庆-渝北区,领队（招商加盟）,1-1.5万/月,"['岗位职责：', '有过旅游领队带团工作经验；\xa0', '2.有一定的客户资源；', '薪资待遇：', '1.底薪＋绩效+五险+补贴+公费国内外旅游（完成公司年度目标） ', '2.上班时间：朝九晚六+双休+国家法定节假日', '                3.公平的晋升机制，从试用到各个阶段的晋升都会有相对应的免费培训课程，帮助每位员工提升各项能力与职位匹配。 ', '   ']"
广州嘉穗体育发展有限公司,少于50人,民营公司,广州-海珠区,领队\/教练,0.6-1万/月,"['广州地标，世界高度，欧洲高空探险项目落户城市地标带你俯瞰全城', '高端品质，放怀天地，集挑战、新奇于一体的世界***高空主题乐园带你探寻广州塔无人涉足过的神秘空间', '前瞻者，总在众人的高度之上实现格局', '因此，我们希望你', '为梦想不妥协，找份有高度的', '为品质不将就，找份有品位的', '为个性不让步，找份有话题的', '如果你想拥有不平凡的人生，来广州塔与我们相约', '我们不仅为游客带来“顶配”，也注重员工培养和福利', '我们拥有良好的办公环境、弹性的工作时间、Givenchy制服、专业课程及运营流程等专业培训……公司将为你提供自我展示的平台和晋升空间。', '我们在广州塔上等你！', '岗位职责：', '任职资格：', '                            ']"
武汉华侨城实业发展有限公司欢乐谷旅游分公司,1000-5000人,国企,武汉-洪山区,外请演员领队,5-9千/月,"['1.呈报演员日常考勤与演出考勤。', '2.检查演出前期演员服化道执行情况，监督各演出工种点检、巡检等工作的执行，确保演出顺利进行。', '3.监督演出效果，及时记录及讲评。\xa0', '4.总结演出效果，有效进行演出修排。\xa0', '5.景区、剧场及公司各项活动主持支持。', '6.组织外请演员日常专业训练。', '7.完成外请演员班组级、科室级、部门级各项培训任务。\xa0', '8.收集游客满意度信息。', '9.提报跟踪服化道维修进度。\xa0', '10.提交各项演出监督记录表格。\xa0\xa0  ', '\xa0\xa0']"
龅牙兔儿童情商乐园东莞园,150-500人,民营公司,东莞,儿童户外拓展领队,3-5千/月,"['岗位职责：', '1、引导和指导小朋友完成素质拓展娱乐项目，确保小朋友的安全；', '2、有较强的责任心和协作能力；', '3、能与小孩愉快交流并与家长解说拓展的好处。', '岗位要求：', '1、爱护孩子，有丰富的实战管理经验，心理素质好；', '2、要求有教育机构经验优先，具备良好的控场能力和责任心；', '3、能面对培训中出现的任何问题，反应能力快；', '4、熟悉器械、室内外、水上等各种拓展项目的操作流程，能灵活运用其搭配原理与技巧。', '薪资待遇：', '1、五天八小时制（双休）；', '2、入职购买五险一金；依法享有国家法定假期、带薪工龄假期；', '3、底薪（无责任底薪）+绩效+高额提成+全勤+奖金+社保；', '4、你有机会做自己喜欢做的事，还能有各种参加培训学习的机会；', '5、每月员工活动，每年员工旅游，野外拓展等，让你的生活同样丰富多彩；', '6、美女同事帅哥邻居，男女搭配干活不累，还有各种节假日神秘礼物公司福利：', '工作地点：', '西平园：东莞市南城西平财津科技产业园1楼龅牙兔儿童情商乐园（新亚外国语学校对面）', '联系方式：0769-23182988']"
